name,industry,market_value,ROE_avg,asset_liability_avg,shareholder_capacity,management_capacity
*ST惠天,公用事业,13.85,-95.264,95.654,5.8,7.0
重庆水务,公用事业,266.88,11.425999999999998,37.06,7.6,7.2
中山公用,公用事业,119.78,8.202,31.19400000000001,7.0,7.2
绿城水务,公用事业,48.92,6.412000000000001,70.452,4.6,8.0
武汉控股,公用事业,45.84,4.628,66.46200000000002,6.4,9.4
首创环保,公用事业,222.42,7.534000000000001,64.66400000000002,6.4,9.2
兴蓉环境,公用事业,166.89,10.774,54.894000000000005,8.2,6.800000000000001
顺控发展,公用事业,107.39,14.928000000000004,45.422,5.2,9.8
洪城环境,公用事业,90.1,13.080000000000002,61.104,5.8,8.8
钱江水利,公用事业,53.2,5.642000000000001,56.41,4.6,11.0
金房能源,公用事业,24.25,18.442,47.2,1.6,7.0
江南水务,公用事业,61.91,8.104000000000001,40.124,0.8,6.2
国中水务,公用事业,47.28,-0.904,27.55,1.8000000000000005,6.000000000000001
渤海股份,公用事业,23.59,1.514,66.23400000000001,4.6,9.2
联合水务,公用事业,67.55,12.928,62.71600000000001,4.0,6.6
中原环保,公用事业,77.97,7.582000000000001,53.83400000000002,0.8,9.0
海天股份,公用事业,40.08,12.830000000000002,62.56,0.4,5.2
天健集团,工程建设,125.38,14.852,76.83599999999998,8.8,9.6
元成股份,工程建设,35.37,7.847999999999999,60.41799999999999,0.8,6.800000000000001
北方国际,工程建设,170.4,12.844,62.836,7.0,7.8
美丽生态,工程建设,31.23,-31.44,79.578,4.0,6.0
苏文电能,工程建设,97.51,27.506,45.536,5.8,5.0
霍普股份,工程建设,19.06,15.05,18.918,4.0,5.6000000000000005
祥龙电业,工程建设,34.65,10.114,63.25600000000001,5.2,2.0
中国电建,工程建设,1031.85,8.707999999999998,76.75,9.4,8.0
中工国际,工程建设,151.83,5.742,50.954,5.8,4.4
北新路桥,工程建设,67.47,2.566,87.088,5.8,9.2
浙江建投,工程建设,185.34,18.892,91.224,1.4,11.2
四川路桥,工程建设,841.05,17.252,79.636,8.4,12.8
汇通集团,工程建设,31.78,10.9,77.57000000000001,4.6,8.200000000000001
中国能建,工程建设,1025.6,8.642500000000002,73.24,7.6,8.6
中国铁建,工程建设,1435.36,11.526,75.4,13.4,8.6
柏诚股份,工程建设,76.6,21.35,53.68799999999999,7.6,5.8
山东路桥,工程建设,109.11,14.901999999999996,75.2,8.2,7.6
中国建筑,工程建设,2561.28,15.388,74.7,9.4,4.800000000000001
龙元建设,工程建设,74.81,7.484,79.95200000000001,0.8,3.8
中国化学,工程建设,524.19,9.726,68.40799999999999,0.8,7.8
永福股份,工程建设,65.64,6.304,53.05200000000001,5.2,9.6
宁波建工,工程建设,54.01,9.175999999999998,79.126,4.6,7.4
陕建股份,工程建设,191.08,20.558,84.89,5.8,7.2
中材国际,工程建设,365.17,15.542000000000002,66.732,7.0,8.4
棕榈股份,工程建设,51.48,-10.794,72.946,4.0,9.6
中国交建,工程建设,1884.96,8.7,72.97800000000001,9.4,6.4
成都路桥,工程建设,26.73,1.654,59.662,5.2,7.4
新疆交建,工程建设,103.15,11.12,75.41400000000002,0.8,9.8
中国中铁,工程建设,2012.35,11.852,74.908,15.8,6.6
中国核建,工程建设,247.29,10.842,83.596,8.2,6.800000000000001
高新发展,工程建设,57.7,12.298,81.272,5.8,7.2
浙江交科,工程建设,114.62,13.19,76.662,2.0,8.600000000000001
森特股份,工程建设,122.42,7.058,54.844,7.0,7.6
中粮科工,工程建设,71.31,9.116,48.894000000000005,1.2000000000000002,7.4
东南网架,工程建设,81.01,6.496,62.658,4.0,8.4
东湖高新,工程建设,65.55,8.812000000000001,74.636,5.2,3.4000000000000004
东华科技,工程建设,66.92,8.925999999999998,67.802,6.4,12.0
深水规院,工程建设,33.79,9.864,51.98,5.2,8.2
重庆建工,工程建设,72.65,3.864,86.89,6.4,8.8
普邦股份,工程建设,37.53,-10.65,44.448,5.8,8.0
中化岩土,工程建设,51.82,-2.524,59.606,4.6,7.8
圣晖集成,工程建设,37.76,26.748,60.222,4.0,4.4
太极实业,工程建设,151.22,6.436,64.436,7.0,7.8
宏润建设,工程建设,62.95,10.806,77.39200000000001,4.6,2.0
中国中冶,工程建设,857.96,8.938,73.574,15.4,8.8
正平股份,工程建设,28.26,2.002,75.894,1.6,7.8
旭杰科技,工程建设,2.96,7.720000000000001,60.626,5.2,5.0
交建股份,工程建设,44.93,11.337999999999996,77.32199999999999,4.6,6.6
隧道股份,工程建设,198.08,10.154,75.572,10.2,12.8
上海建工,工程建设,262.14,10.0,85.48400000000001,7.6,8.8
腾达建设,工程建设,46.53,7.606,52.79200000000001,5.2,7.6
安徽建工,工程建设,97.5,9.614,84.23,7.6,9.4
中铝国际,工程建设,164.52,-9.654,73.518,7.0,6.000000000000001
同济科技,工程建设,62.29,17.182,69.33000000000001,4.6,6.6
镇海股份,工程建设,21.18,8.889999999999999,37.78,4.0,7.8
上海港湾,工程建设,79.15,13.682,28.058,5.2,5.0
粤 水 电,工程建设,242.53,8.010000000000002,86.97600000000001,7.6,7.2
天域生态,工程建设,20.34,-7.683999999999999,56.538,4.6,6.2
园林股份,工程建设,19.22,5.962000000000001,59.724,4.0,5.4
浦东建设,工程建设,67.92,7.63,61.28,7.0,8.8
润农节水,工程建设,8.25,8.846,22.502,4.0,4.800000000000001
大千生态,工程建设,22.62,5.564,52.70399999999999,4.0,7.4
农尚环境,工程建设,42.91,4.674,49.964000000000006,0.4,4.4
龙建股份,工程建设,46.18,12.084,86.786,8.2,8.0
诚邦股份,工程建设,19.13,2.268,61.36600000000001,5.8,7.2
乾景园林,工程建设,28.48,-7.573999999999998,37.876000000000005,1.2000000000000002,4.4
文科园林,工程建设,27.02,-37.17,62.620000000000005,6.4,5.6000000000000005
汇绿生态,工程建设,47.48,7.689999999999999,47.886,4.0,7.6
金埔园林,工程建设,20.26,12.608,59.85999999999999,1.2000000000000002,9.2
ST花王,工程建设,15.42,-23.594,73.84400000000001,5.2,5.2
*ST围海,工程建设,32.72,-9.892,55.684000000000005,5.2,7.4
美晨生态,工程建设,31.58,-19.314,74.724,4.6,6.6
海波重科,工程建设,28.25,6.072000000000001,48.41799999999999,4.0,4.8
中际联合,工程机械,47.26,15.618,19.082,4.6,6.2
三一重工,工程机械,1490.25,20.952,54.484,8.2,7.6
杭叉集团,工程机械,239.23,16.586000000000002,33.72,7.0,10.6
浙江鼎力,工程机械,312.16,20.676,35.258,7.0,5.2
诺力股份,工程机械,62.62,14.696000000000002,66.084,0.8,7.2
大连重工,工程机械,98.11,1.5420000000000005,63.04599999999999,7.0,6.2
中联重科,工程机械,603.12,9.692,56.102,5.8,11.8
恒立液压,工程机械,958.96,26.884,29.614,8.2,5.0
同力股份,工程机械,32.04,30.004,59.252,4.0,6.4
安徽合力,工程机械,164.32,13.15,39.918000000000006,8.8,6.2
柳 工,工程机械,157.66,7.628,61.288,1.8000000000000005,11.400000000000002
七丰精工,工程机械,4.44,25.658000000000005,24.098,1.2000000000000002,5.6000000000000005
铁建重工,工程机械,265.07,17.762,43.67,7.0,5.4
艾迪精密,工程机械,157.86,20.672,35.786,4.0,6.2
威博液压,工程机械,4.23,17.0,35.989999999999995,4.6,5.6000000000000005
五新隧装,工程机械,7.61,17.576,32.426,0.8,8.0
海伦哲,工程机械,40.39,-1.594,49.184000000000005,5.2,7.4
荣亿精密,工程机械,4.58,12.338000000000005,27.986,5.8,6.800000000000001
华电重工,工程机械,81.78,4.404,59.342,7.0,8.4
厦工股份,工程机械,50.03,-98.35,61.802,4.0,7.2
运机集团,工程机械,27.94,8.236,35.138000000000005,4.0,7.4
山推股份,工程机械,80.0,4.448,58.220000000000006,5.2,8.8
川润股份,工程机械,28.03,3.618,42.998,1.2000000000000002,8.8
长盛轴承,工程机械,57.2,11.21,11.505999999999998,4.6,4.6
徐工机械,工程机械,812.95,10.956,61.38,2.2,12.8
长龄液压,工程机械,37.04,30.122000000000003,21.16,4.6,4.800000000000001
中环海陆,工程机械,20.49,12.462,39.768,5.8,6.000000000000001
宇通重工,工程机械,58.21,18.146,48.028,1.2000000000000002,5.4
吉峰科技,工程机械,25.09,-15.173999999999998,79.92,4.6,5.4
汉马科技,工程机械,49.27,-48.136,83.424,4.6,8.0
建设机械,工程机械,62.73,7.139999999999999,62.842,5.8,10.4
山河智能,工程机械,73.5,2.72,69.832,1.6,10.2
苏州规划,工程咨询服务,60.17,20.416,34.49400000000001,4.4,7.4
山水比德,工程咨询服务,34.52,33.814,37.224,4.0,5.0
新城市,工程咨询服务,41.97,15.322,29.464,1.2000000000000002,5.8
青矩技术,工程咨询服务,21.43,34.226,49.922,4.6,7.200000000000001
蕾奥规划,工程咨询服务,39.31,43.094,42.172,4.0,5.8
中设咨询,工程咨询服务,4.85,5.858,24.62,4.0,6.2
深圳瑞捷,工程咨询服务,30.0,34.215999999999994,24.758,4.6,6.000000000000001
华阳国际,工程咨询服务,32.54,13.15,47.118,1.6,6.6
地铁设计,工程咨询服务,78.28,22.308,60.186,4.6,9.6
华建集团,工程咨询服务,71.24,9.157999999999998,69.46600000000001,8.2,9.0
中钢国际,工程咨询服务,130.67,10.318,72.144,7.0,6.800000000000001
中衡设计,工程咨询服务,32.31,2.6499999999999995,49.254000000000005,4.0,11.2
建发合诚,工程咨询服务,38.58,7.396000000000001,41.948,1.2000000000000002,8.0
中国海诚,工程咨询服务,55.41,9.682,69.07000000000001,4.6,10.8
华图山鼎,工程咨询服务,89.36,5.674,14.73,4.6,6.0
华维设计,工程咨询服务,5.71,26.198,32.668000000000006,4.6,4.6
勘设股份,工程咨询服务,32.2,13.732,53.13,4.6,8.0
百利科技,工程咨询服务,54.57,-10.956,76.31,5.2,9.8
设计总院,工程咨询服务,58.96,16.074,34.87,7.0,8.6
中公高科,工程咨询服务,18.8,6.694,14.656,4.6,8.4
华设集团,工程咨询服务,62.16,17.75,62.73199999999999,5.8,11.0
中设股份,工程咨询服务,19.2,12.2,30.85,4.6,7.4
建科院,工程咨询服务,24.43,9.328,54.752,0.4,9.6
设研院,工程咨询服务,33.57,12.988,49.644000000000005,0.8,9.2
中岩大地,工程咨询服务,21.62,14.178,44.992,4.6,7.0
招标股份,工程咨询服务,41.2,11.478,39.326,4.0,7.0
苏交科,工程咨询服务,82.72,11.03,55.46999999999999,4.6,18.200000000000003
深城交,工程咨询服务,58.53,30.9,49.824,2.0,5.8
尤安设计,工程咨询服务,42.48,39.234,30.44,4.6,8.0
华蓝集团,工程咨询服务,19.6,20.67,58.858,4.0,5.8
建研设计,工程咨询服务,21.35,20.258,40.578,5.2,7.6
启迪设计,工程咨询服务,32.34,6.975999999999999,46.886,4.6,9.2
汉嘉设计,工程咨询服务,25.71,6.648000000000001,37.728,4.6,8.600000000000001
上海建科,工程咨询服务,74.88,11.22,32.032,5.2,10.4
中达安,工程咨询服务,19.17,-0.6340000000000003,42.818,4.0,7.6
甘咨询,工程咨询服务,44.47,13.43,46.96,5.2,8.2
奥雅股份,工程咨询服务,22.98,24.526,33.914,4.0,6.000000000000001
杰恩设计,工程咨询服务,22.68,10.382,18.458,4.6,6.800000000000001
广咨国际,工程咨询服务,11.32,31.130000000000003,59.526,5.2,6.2
筑博设计,工程咨询服务,21.68,19.882,40.752,3.0000000000000004,7.2
测绘股份,工程咨询服务,22.58,11.66,50.466,6.4,7.8
杭州园林,工程咨询服务,27.32,10.76,54.886,1.6,7.2
银泰黄金,贵金属,364.86,10.872,17.077999999999996,0.8,6.000000000000001
恒邦股份,贵金属,135.12,6.876,63.774,6.4,10.0
山东黄金,贵金属,1087.04,4.214,55.282,7.4,8.2
西部黄金,贵金属,136.77,4.351999999999999,33.042,6.4,9.2
赤峰黄金,贵金属,247.59,10.066,50.82000000000001,8.8,10.0
湖南黄金,贵金属,148.57,5.636,24.674,7.0,7.8
紫金矿业,贵金属,3354.01,16.906,57.182,8.8,11.8
金贵银业,贵金属,68.75,-66.04400000000001,65.564,4.6,7.2
中金黄金,贵金属,511.88,6.608,45.976000000000006,7.6,9.2
四川黄金,贵金属,140.78,31.770000000000003,51.36800000000001,4.6,13.0
中润资源,贵金属,44.41,-7.628,65.332,5.2,6.2
重庆钢铁,钢铁行业,158.75,4.8660000000000005,40.574,5.8,8.2
马钢股份,钢铁行业,230.76,9.722,61.366,8.8,2.4000000000000004
友发集团,钢铁行业,109.28,15.919999999999998,51.92999999999999,5.2,7.2
山东钢铁,钢铁行业,171.18,5.08,56.002,0.8,8.8
三钢闽光,钢铁行业,123.31,19.932,46.598,5.2,10.2
*ST西钢,钢铁行业,30.83,-54.432500000000005,86.05199999999999,4.0,7.6
八一钢铁,钢铁行业,70.7,1.9600000000000009,83.164,7.0,7.0
宝钢股份,钢铁行业,1455.95,9.096,44.462,8.2,12.2
酒钢宏兴,钢铁行业,110.86,3.51,70.60799999999999,5.8,6.800000000000001
包钢股份,钢铁行业,871.77,2.43,59.038,7.6,11.4
杭钢股份,钢铁行业,160.08,6.3740000000000006,28.258,6.4,8.600000000000001
永兴材料,钢铁行业,291.17,24.642000000000003,21.414,0.8,8.0
抚顺特钢,钢铁行业,203.52,200.16,46.378,8.8,6.800000000000001
海南矿业,钢铁行业,145.68,4.731999999999999,38.760000000000005,7.0,11.2
南钢股份,钢铁行业,226.88,16.818,52.622,8.2,14.0
太钢不锈,钢铁行业,249.9,9.56,51.582,9.4,5.2
常宝股份,钢铁行业,64.88,8.636,32.489999999999995,0.4,6.000000000000001
河钢资源,钢铁行业,98.89,9.578,26.294,6.4,3.4000000000000004
柳钢股份,钢铁行业,120.2,14.132,60.592,7.6,7.6
新钢股份,钢铁行业,142.54,17.274,51.908,8.2,5.6000000000000005
凌钢股份,钢铁行业,72.16,6.132,50.286,5.2,6.0
沙钢股份,钢铁行业,95.77,16.114,37.514,5.8,8.2
钒钛股份,钢铁行业,381.1,22.662,24.142000000000003,6.4,5.6000000000000005
广大特材,钢铁行业,56.65,11.104,59.71,5.2,4.6
东方铁塔,钢铁行业,94.3,5.878,33.838,6.4,9.2
金岭矿业,钢铁行业,41.91,6.318,11.324,6.4,7.0
大中矿业,钢铁行业,172.37,25.482,62.172,4.0,6.6
广东明珠,钢铁行业,39.05,10.958,17.534,4.0,5.8
河钢股份,钢铁行业,253.26,4.096,73.728,6.4,8.4
鄂尔多斯,钢铁行业,272.88,19.236,58.56,6.4,5.6000000000000005
中信特钢,钢铁行业,835.3,22.728,63.14000000000001,6.4,8.4
本钢板材,钢铁行业,177.47,3.3240000000000003,63.03599999999999,5.8,4.4
甬金股份,钢铁行业,95.73,18.152,47.11,7.0,6.800000000000001
首钢股份,钢铁行业,317.49,8.440000000000001,70.214,8.2,10.4
中南股份,钢铁行业,76.35,24.078000000000003,52.688,6.4,9.0
鞍钢股份,钢铁行业,295.14,6.938,39.596,7.0,6.4
华菱钢铁,钢铁行业,412.45,25.096,57.04,8.8,6.800000000000001
新兴铸管,钢铁行业,170.38,8.367999999999999,53.786,8.2,8.8
武进不锈,钢铁行业,47.3,9.68,28.352,5.2,6.6
方大特钢,钢铁行业,119.82,30.9,41.792,7.0,13.6
久立特材,钢铁行业,171.1,17.148000000000003,34.398,0.4,8.2
安阳钢铁,钢铁行业,67.79,1.3520000000000003,75.08,4.6,2.8000000000000003
安宁股份,钢铁行业,134.34,25.586,19.884,4.6,6.6
盛德鑫泰,钢铁行业,40.48,13.912,50.804,6.4,5.2
宝地矿业,钢铁行业,62.8,8.436,39.622,4.0,10.0
金洲管道,钢铁行业,36.23,12.664,29.364,5.2,7.0
华达新材,钢铁行业,38.97,15.534,43.298,5.2,6.4
百甲科技,钢铁行业,5.84,5.911999999999999,66.78200000000001,4.0,6.6
卓创资讯,互联网服务,36.9,34.612,55.102,5.4,6.2
天利科技,互联网服务,27.57,4.215999999999999,11.202,4.6,6.4
金桥信息,互联网服务,100.66,8.662,43.85,5.2,7.4
金证股份,互联网服务,137.74,7.917999999999999,48.62,1.6,3.4000000000000004
东方财富,互联网服务,2683.0,14.042000000000002,68.332,7.0,4.4
亚联发展,互联网服务,22.17,-70.30799999999999,84.268,4.6,7.6
卓易信息,互联网服务,54.07,9.798,15.244,0.4,5.0
世纪恒通,互联网服务,37.24,15.196000000000002,48.102,4.0,7.4
航天宏图,互联网服务,160.39,11.448,35.594,7.6,7.8
中科金财,互联网服务,55.67,-4.696000000000001,28.646000000000004,0.8,6.4
信雅达,互联网服务,45.09,6.58,33.388,5.8,9.0
海峡创新,互联网服务,29.94,-34.70399999999999,52.222,0.4,7.4
ST富润,互联网服务,15.17,-10.644,34.282,4.0,7.8
挖金客,互联网服务,30.8,31.404000000000003,11.932,4.0,4.4
航天软件,互联网服务,112.24,51.42,83.05,5.8,11.8
国联股份,互联网服务,289.08,21.024,48.322,7.0,4.4
赛维时代,互联网服务,172.56,24.738,47.06,4.0,9.8
新炬网络,互联网服务,29.64,24.364,32.732,4.6,6.4
易联众,互联网服务,26.7,-16.253999999999998,56.324,0.8,7.2
维宏股份,互联网服务,32.77,6.174,17.528000000000002,4.6,6.2
今天国际,互联网服务,55.97,9.192,58.55800000000001,5.8,5.8
上海钢联,互联网服务,94.23,14.54,73.492,6.4,9.4
正元智慧,互联网服务,39.01,7.356,47.07200000000001,5.8,7.4
银江技术,互联网服务,71.84,2.96,47.28,7.0,8.4
宇信科技,互联网服务,121.88,14.91,42.502,5.2,9.2
久远银海,互联网服务,126.31,14.396,38.044,7.6,8.8
天娱数科,互联网服务,100.6,-41.25599999999999,43.914,5.2,8.0
荣联科技,互联网服务,44.26,-18.28,46.334,5.8,6.2
捷顺科技,互联网服务,67.33,5.346000000000001,27.398000000000003,6.4,8.4
电科数字,互联网服务,154.55,13.038,62.152,6.4,10.2
创识科技,互联网服务,42.55,25.33,20.708,4.0,7.6
榕基软件,互联网服务,46.91,2.3,43.106,6.4,8.0
航天信息,互联网服务,246.43,10.578,32.092,7.6,7.6
奥飞数据,互联网服务,91.07,13.404,61.38199999999999,5.2,6.6
博彦科技,互联网服务,78.51,10.317999999999998,28.472,5.8,7.2
运达科技,互联网服务,31.17,7.506,37.108,5.8,7.2
金财互联,互联网服务,64.52,-19.792,28.914,1.6,5.6000000000000005
青云科技-U,互联网服务,20.75,-58.38,61.53599999999999,1.2000000000000002,8.200000000000001
天玑科技,互联网服务,28.31,2.278,11.842000000000002,5.0,5.2
生 意 宝,互联网服务,52.04,3.442,27.864,4.0,5.6000000000000005
东软集团,互联网服务,126.07,2.5500000000000003,43.832,0.8,9.6
彩讯股份,互联网服务,97.01,10.594,18.202,1.2000000000000002,6.4
当虹科技,互联网服务,36.75,7.909999999999999,12.218,5.2,8.4
天阳科技,互联网服务,61.39,7.994,24.144,1.8000000000000005,8.8
中远海科,互联网服务,80.26,13.053999999999998,62.95399999999999,4.6,6.000000000000001
数据港,互联网服务,102.46,8.71,63.592000000000006,5.2,10.6
浩云科技,互联网服务,39.91,5.348000000000001,12.832,0.4,5.8
浩丰科技,互联网服务,23.21,-10.744000000000002,39.27,6.4,6.800000000000001
荣科科技,互联网服务,30.55,-8.940000000000001,37.12,5.8,7.0
新 华 都,互联网服务,45.86,-4.0600000000000005,64.17,6.4,5.2
神州信息,互联网服务,114.3,5.428000000000001,51.71,0.8,6.000000000000001
智明达,互联网服务,34.51,20.706,36.51,6.4,7.0
铜牛信息,互联网服务,44.79,6.468000000000001,16.056,4.0,6.2
广脉科技,互联网服务,5.1,11.588,54.864,4.0,7.0
返利科技,互联网服务,57.35,13.773999999999996,37.46,4.6,6.4
易华录,互联网服务,203.67,5.926,69.116,5.2,7.4
浪潮软件,互联网服务,50.66,3.148,39.634,5.8,7.8
中国软件,互联网服务,461.5,3.25,63.05,9.4,7.4
万达信息,互联网服务,151.97,-24.291999999999994,70.854,6.4,11.4
浙大网新,互联网服务,69.56,-1.2959999999999998,35.612,0.8,8.2
华宇软件,互联网服务,79.74,3.3839999999999995,24.032,6.4,7.4
新开普,互联网服务,44.78,8.026,22.248,4.6,7.8
盛视科技,互联网服务,83.71,22.648,37.966,7.6,5.6000000000000005
税友股份,互联网服务,167.21,18.286,36.778000000000006,8.2,8.4
宝信软件,互联网服务,1173.67,16.503999999999998,39.856,7.6,9.0
ST迪威迅,互联网服务,10.28,-66.684,53.45399999999999,0.4,4.6
朗玛信息,互联网服务,56.33,5.104,20.616000000000003,5.2,5.0
罗普特,互联网服务,24.56,14.060000000000002,41.458,4.0,8.0
华胜天成,互联网服务,78.07,-1.034,42.714000000000006,6.4,6.6
博汇科技,互联网服务,17.06,11.418,18.794,2.0,8.0
新 大 陆,互联网服务,187.11,7.302,47.476,7.0,4.6
光云科技,互联网服务,55.27,3.826000000000001,19.664,1.6,6.4
光环新网,互联网服务,186.41,6.422,32.394,7.0,8.200000000000001
赛意信息,互联网服务,95.23,13.796,26.288,1.2000000000000002,5.4
每日互动,互联网服务,61.78,8.434000000000001,13.616,0.4,8.0
南威软件,互联网服务,78.81,8.443999999999999,43.14,8.2,5.0
初灵信息,互联网服务,32.93,-13.088,20.962,6.4,6.000000000000001
先进数通,互联网服务,41.27,10.798,50.00599999999999,0.4,6.2
东方国信,互联网服务,114.2,5.064,18.03,6.4,6.2
博睿数据,互联网服务,19.65,11.707999999999998,9.516,4.0,5.8
海联讯,互联网服务,26.57,2.854,32.730000000000004,4.6,6.000000000000001
思创医惠,互联网服务,40.42,-12.358,43.886,5.8,5.6000000000000005
汉仪股份,互联网服务,44.5,17.474,16.462,4.6,8.4
二三四五,互联网服务,175.18,4.308,10.148,0.4,5.8
紫光股份,互联网服务,786.52,6.675999999999999,43.288,7.6,5.4
银信科技,互联网服务,37.62,11.076,43.408,0.4,4.6
网宿科技,互联网服务,165.98,3.3240000000000003,17.634,6.4,8.600000000000001
辰安科技,互联网服务,52.88,3.814,45.464,5.8,11.400000000000002
湘邮科技,互联网服务,25.22,-10.652,66.50800000000001,5.2,8.2
千方科技,互联网服务,202.42,7.064,37.17399999999999,1.8000000000000005,8.600000000000001
优刻得-W,互联网服务,77.84,-7.736,26.898000000000003,2.2,6.4
首都在线,互联网服务,62.97,3.29,32.584,5.2,6.800000000000001
联建光电,互联网服务,19.55,-57.746,83.03999999999999,0.8,4.8
焦点科技,互联网服务,105.5,9.063999999999998,33.602,6.4,8.0
海天瑞声,互联网服务,49.4,23.296,10.312,1.6,6.800000000000001
中科创达,互联网服务,404.96,13.362,26.468,8.2,7.0
昆仑万维,互联网服务,429.11,25.088,31.986,1.2000000000000002,5.6000000000000005
竞业达,互联网服务,44.06,21.878,36.276,5.2,5.8
国网信通,互联网服务,203.59,14.986,59.57800000000001,1.4,9.6
润泽科技,互联网服务,470.79,18.908,65.336,4.6,6.2
飞利信,互联网服务,59.71,-23.774,34.698,0.4,5.8
旋极信息,互联网服务,53.38,-8.03,37.432,0.4,6.2
皖通科技,互联网服务,28.96,-1.168,29.106,4.6,7.4
数码视讯,互联网服务,84.31,2.31,13.98,5.8,4.8
中科信息,互联网服务,114.94,7.708,29.392000000000003,5.8,7.6
美登科技,互联网服务,7.25,27.254,11.419999999999998,5.2,5.0
开普云,互联网服务,29.55,19.946,25.19,5.2,9.4
值得买,互联网服务,51.23,17.82,24.242,1.8000000000000005,7.200000000000001
科远智慧,互联网服务,48.0,-1.8720000000000008,26.548,5.2,7.6
盛讯达,互联网服务,39.82,4.62,31.24,1.6,4.4
佳华科技,互联网服务,24.67,11.868,41.418000000000006,4.6,6.800000000000001
青木股份,互联网服务,31.68,32.534000000000006,20.502,4.0,7.2
浩瀚深度,互联网服务,39.54,12.236,34.302,4.6,6.6000000000000005
新智认知,互联网服务,52.27,3.3519999999999994,32.666,4.6,6.800000000000001
中科星图,互联网服务,177.24,29.44,39.514,7.0,8.8
亚康股份,互联网服务,49.29,25.132,44.412,5.2,5.8
城地香江,互联网服务,37.23,4.406000000000001,52.95,0.8,5.0
太极股份,互联网服务,267.99,10.736,71.224,6.4,4.4
正元地信,互联网服务,36.73,5.69,58.366,0.8,7.4
*ST慧辰,互联网服务,13.3,1.9660000000000004,17.427999999999997,1.2000000000000002,7.4
世纪瑞尔,互联网服务,26.27,-3.276,17.356,5.2,6.6
润和软件,互联网服务,188.99,-5.228000000000001,32.732,6.4,7.0
宏景科技,互联网服务,34.69,26.146000000000004,61.122,4.0,8.2
若羽臣,互联网服务,24.64,11.644,15.173999999999998,4.0,4.8
易点天下,互联网服务,89.23,16.586000000000002,42.81999999999999,4.6,7.2
凯淳股份,互联网服务,20.64,20.184,29.610000000000003,4.6,5.8
蜂助手,互联网服务,63.85,23.586,37.568000000000005,4.0,5.2
利欧股份,互联网服务,161.44,2.16,40.404,7.0,6.4
汇纳科技,互联网服务,29.25,5.087999999999999,13.85,4.6,6.4
赛为智能,互联网服务,33.84,-18.706,62.284000000000006,5.2,8.4
汉得信息,互联网服务,100.94,7.397999999999999,30.53,0.8,5.2
恒为科技,互联网服务,61.42,8.084,23.68,1.2000000000000002,5.8
云鼎科技,互联网服务,56.13,-6.566,49.576,6.4,8.4
佳创视讯,互联网服务,28.74,-35.251999999999995,47.484,6.4,6.000000000000001
索菱股份,互联网服务,49.6,-17.936,81.25399999999999,5.8,4.6
启明信息,互联网服务,64.26,6.659999999999999,37.906,6.4,4.0
中新赛克,互联网服务,62.79,9.774,26.842,6.4,7.2
朗新科技,互联网服务,219.93,16.104,27.734,3.2,7.2
真视通,互联网服务,34.3,3.492,39.328,5.8,6.000000000000001
虹软科技,互联网服务,150.3,10.57,12.284,0.8,7.4
新洋丰,化肥行业,149.63,13.804000000000002,36.486,7.0,9.2
盐湖股份,化肥行业,1080.06,27.778,92.796,6.4,14.2
藏格矿业,化肥行业,374.88,17.14,12.89,6.4,7.4
辉隆股份,化肥行业,73.36,9.972,64.37,5.2,7.6
兴发集团,化肥行业,261.35,17.637999999999998,60.45399999999999,7.6,12.000000000000002
四川美丰,化肥行业,48.67,9.906,23.074,4.6,11.0
天禾股份,化肥行业,26.73,11.221999999999998,76.142,4.6,7.4
云天化,化肥行业,334.21,20.380000000000003,80.72,8.2,10.4
金正大,化肥行业,76.89,-19.766,62.598,4.6,3.4000000000000004
泸天化,化肥行业,74.64,101.096,33.774,4.6,8.600000000000001
川金诺,化肥行业,54.2,11.808,36.842,6.4,7.4
司尔特,化肥行业,59.24,8.745999999999999,28.803999999999995,6.4,9.8
云图控股,化肥行业,113.41,17.71,65.178,6.4,5.4
亚钾国际,化肥行业,247.24,10.572,8.736,4.6,9.4
富邦股份,化肥行业,21.04,5.1240000000000006,25.598,0.8,7.4
阳煤化工,化肥行业,78.65,0.8659999999999999,76.72200000000001,4.6,8.200000000000001
川发龙蟒,化肥行业,160.07,7.9,36.992,7.6,8.8
芭田股份,化肥行业,54.82,2.358,45.928,0.8,8.2
华昌化工,化肥行业,72.95,16.845999999999997,52.60600000000001,5.8,8.600000000000001
ST澄星,化肥行业,60.29,19.480000000000004,75.648,4.6,7.2
史丹利,化肥行业,73.46,6.136,36.25,4.6,7.0
六国化工,化肥行业,30.25,-2.781999999999999,72.76599999999999,6.4,7.8
蒙泰高新,化纤行业,26.5,19.24,15.532,4.0,4.6
恒逸石化,化纤行业,270.57,9.706,67.002,5.2,7.2
荣盛石化,化纤行业,1301.13,16.642000000000003,72.726,1.8000000000000005,7.4
桐昆股份,化纤行业,353.71,13.894,52.062,1.2000000000000002,8.4
江南高纤,化纤行业,36.37,4.853999999999999,5.178,4.6,5.6000000000000005
东方盛虹,化纤行业,848.88,8.919999999999998,64.68999999999998,5.2,6.4
恒力石化,化纤行业,1087.54,22.396,76.572,2.0,5.2
新凤鸣,化纤行业,183.54,10.832,55.372,2.6,6.800000000000001
海正生材,化纤行业,26.41,10.188,45.72,5.8,10.0
中复神鹰,化纤行业,311.49,10.374,55.05800000000001,6.4,9.4
