name,industry,market_value,ROE_avg,asset_liability_avg,shareholder_capacity,management_capacity,topsis_score,topsis_score_percentage,rank
友车科技,软件开发,42.11,21.26,32.83,5.8,7.8,50.92,55.58,51
科大国创,软件开发,51.73,4.6,49.67,5.8,7.2,48.13,52.26,149
唐源电气,软件开发,22.79,17.19,25.72,4.6,7.6,50.17,54.69,75
天融信,软件开发,116.0,3.9,17.85,7.6,5.8,49.45,53.83,102
格灵深瞳,软件开发,56.3,-49.21,17.08,1.6,4.0,38.01,40.19,180
凡拓数创,软件开发,41.92,12.94,41.35,4.0,4.0,49.22,53.56,111
博思软件,软件开发,126.4,14.54,28.98,7.6,8.0,51.22,55.94,43
三六零,软件开发,847.44,9.13,16.81,1.2,5.6,63.73,70.86,5
创业慧康,软件开发,109.37,8.67,21.83,7.6,10.6,50.42,54.98,67
理工能科,软件开发,35.49,7.27,15.69,4.6,6.8,48.96,53.25,121
金橙子,软件开发,32.87,19.28,11.02,4.6,6.2,50.76,55.4,57
天润科技,软件开发,4.7,22.91,51.39,5.8,6.4,50.24,54.78,73
众诚科技,软件开发,5.78,21.48,48.45,1.2,6.0,49.98,54.46,83
美亚柏科,软件开发,151.7,9.62,27.24,1.2,7.6,50.67,55.29,60
软通动力,软件开发,231.28,20.47,53.09,4.0,7.2,53.03,58.1,22
信息发展,软件开发,49.82,-47.3,71.69,1.2,7.8,37.15,39.16,182
信安世纪,软件开发,55.39,24.24,24.08,6.4,5.2,51.49,56.26,36
乐创技术,软件开发,4.86,22.8,21.85,4.6,5.2,50.64,55.25,61
思维列控,软件开发,63.86,6.13,8.4,2.2,6.2,49.2,53.53,114
数字认证,软件开发,85.94,14.13,45.93,5.2,7.6,50.19,54.71,74
安博通,软件开发,26.26,10.69,12.44,5.8,5.6,49.38,53.75,106
品高股份,软件开发,24.19,11.39,42.89,4.6,5.2,48.83,53.09,128
恒华科技,软件开发,41.99,5.36,21.57,1.6,4.6,48.4,52.58,140
川大智胜,软件开发,31.25,2.07,16.17,4.6,3.0,47.79,51.85,156
云天励飞-U,软件开发,201.01,-98.44,42.76,4.0,7.4,26.54,26.52,185
汉鑫科技,软件开发,7.27,20.38,46.2,4.6,6.0,49.95,54.43,84
思特奇,软件开发,31.14,8.45,45.77,5.8,6.4,48.51,52.71,138
四维图新,软件开发,266.07,1.15,15.06,7.0,7.2,51.38,56.13,39
高新兴,软件开发,62.91,-9.63,40.4,5.8,6.2,45.9,49.6,168
ST中安,软件开发,65.57,-85.99,98.09,5.2,6.8,26.9,26.94,184
中科江南,软件开发,133.2,27.83,51.48,5.2,9.0,52.81,57.83,26
多伦科技,软件开发,49.12,3.48,34.14,6.4,5.0,48.07,52.19,152
海量数据,软件开发,56.12,5.64,24.7,6.4,6.0,48.78,53.03,133
拓尔思,软件开发,174.17,8.47,27.84,0.8,9.4,50.94,55.6,50
云赛智联,软件开发,175.75,5.76,29.89,6.4,5.8,50.33,54.88,70
普联软件,软件开发,55.94,17.82,21.05,4.4,6.2,50.67,55.29,59
工大科雅,软件开发,28.16,15.01,25.37,4.6,6.4,49.84,54.3,87
数字人,软件开发,10.02,13.14,8.65,4.0,5.2,49.54,53.94,99
品茗科技,软件开发,19.21,25.61,19.78,4.6,7.0,51.36,56.11,40
华如科技,软件开发,54.41,14.61,19.36,5.8,7.4,50.33,54.89,69
亚华电子,软件开发,34.83,24.9,34.51,4.6,6.0,51.15,55.85,45
ST有棵树,软件开发,12.33,-64.12,48.96,0.4,6.6,33.17,34.42,183
凯瑞德,软件开发,24.08,-167.98,92.23,4.6,5.0,4.3,0.0,186
杰创智能,软件开发,30.82,18.58,46.33,4.0,6.2,49.99,54.48,82
宝兰德,软件开发,27.32,11.95,5.58,1.2,5.8,49.62,54.04,94
中孚信息,软件开发,48.76,6.59,25.26,5.8,7.6,48.93,53.21,125
绿盟科技,软件开发,96.7,6.41,21.08,7.6,6.4,49.57,53.98,98
南天信息,软件开发,69.8,4.78,57.86,5.8,8.8,48.36,52.53,143
捷安高科,软件开发,21.85,15.31,22.31,1.6,7.0,49.84,54.29,88
新致软件,软件开发,54.45,10.03,42.75,4.0,4.4,48.93,53.21,126
盈建科,软件开发,22.8,22.67,11.62,4.6,7.4,51.18,55.89,44
熙菱信息,软件开发,22.88,-15.34,58.37,5.8,6.0,43.94,47.26,172
华平股份,软件开发,23.21,-0.95,28.22,7.6,5.8,47.21,51.17,160
方直科技,软件开发,27.47,3.84,3.97,1.2,5.4,48.37,52.55,142
龙软科技,软件开发,33.21,16.73,17.04,4.0,6.6,50.31,54.86,72
丝路视觉,软件开发,26.95,8.98,49.87,7.6,4.8,48.39,52.57,141
汉王科技,软件开发,60.7,2.4,22.31,7.0,11.2,48.78,53.03,132
能科科技,软件开发,71.47,8.57,20.78,5.2,5.2,49.43,53.81,103
中望软件,软件开发,176.25,23.9,21.54,5.8,6.2,53.24,58.35,17
和达科技,软件开发,18.7,15.39,29.95,5.8,6.2,49.7,54.14,92
恒锋信息,软件开发,23.78,9.99,46.78,4.0,5.8,48.56,52.77,137
观想科技,软件开发,33.83,39.82,22.37,4.0,6.0,53.2,58.31,18
卓朗科技,软件开发,199.91,-41.95,88.86,2.0,6.6,39.73,42.24,178
创意信息,软件开发,71.63,-10.29,40.74,5.2,6.0,45.85,49.54,169
北路智控,软件开发,57.91,41.33,46.93,5.2,6.6,53.37,58.51,15
新点软件,软件开发,154.01,36.85,45.1,5.8,7.2,54.25,59.56,12
星环科技-U,软件开发,119.27,-44.42,21.77,4.6,5.8,39.87,42.41,177
华大九天,软件开发,580.68,13.98,28.39,8.2,10.4,59.21,65.48,7
拓维信息,软件开发,230.96,-14.22,26.13,5.2,10.0,48.01,52.11,154
通行宝,软件开发,92.31,35.66,73.57,5.2,9.0,52.84,57.88,25
诚迈科技,软件开发,86.49,6.2,29.49,7.0,5.2,49.12,53.45,116
立方数科,软件开发,37.15,-33.92,47.44,4.0,5.6,40.47,43.12,176
亚信安全,软件开发,77.16,20.62,44.11,5.2,10.2,51.25,55.98,42
超图软件,软件开发,108.41,6.29,34.5,6.4,6.2,49.4,53.77,104
天亿马,软件开发,20.05,17.41,29.59,0.8,6.2,49.92,54.39,86
万集科技,软件开发,42.18,21.42,29.48,0.8,6.6,50.8,55.45,55
概伦电子,软件开发,111.05,37.33,20.02,2.0,6.0,53.94,59.19,13
佳发教育,软件开发,56.73,15.46,18.19,1.6,6.0,50.31,54.86,71
同有科技,软件开发,65.99,0.87,17.74,5.8,5.8,48.23,52.38,146
国能日新,软件开发,67.82,27.8,38.46,1.6,6.8,51.89,56.75,32
通达海,软件开发,38.65,37.9,46.16,5.2,6.8,52.74,57.75,27
泛微网络,软件开发,182.16,17.33,49.21,5.8,7.6,51.98,56.85,31
三维天地,软件开发,28.76,27.28,28.24,4.0,7.2,51.57,56.36,34
光庭信息,软件开发,55.39,14.8,12.4,1.2,7.0,50.37,54.93,68
华星创业,通信服务,73.06,-15.12,57.83,5.2,5.6,34.23,32.26,31
ST通脉,通信服务,10.22,-15.29,57.24,4.6,5.2,33.85,31.76,32
线上线下,通信服务,29.02,21.58,15.15,4.0,4.0,45.36,46.82,7
吴通控股,通信服务,50.45,-17.53,47.77,5.8,6.0,33.74,31.61,34
ST中嘉,通信服务,18.73,-41.7,53.36,0.8,2.8,23.55,18.28,38
普天科技,通信服务,158.73,3.35,63.85,7.0,8.2,40.72,40.75,22
霍莱沃,通信服务,39.43,25.34,36.51,5.8,6.0,45.95,47.6,4
国脉科技,通信服务,77.38,2.95,21.25,4.6,6.2,41.04,41.17,20
中国卫通,通信服务,745.18,4.97,16.85,7.0,8.4,45.92,47.55,5
北纬科技,通信服务,32.92,1.73,8.81,7.0,4.6,40.92,41.01,21
立昂技术,通信服务,53.17,-24.58,54.24,6.4,7.4,31.32,28.45,35
ST信通,通信服务,16.85,-33.94,60.05,5.2,6.4,27.17,23.02,37
中国联通,通信服务,1622.0,3.78,43.34,7.0,4.8,51.21,54.47,2
奥维通信,通信服务,23.48,-10.82,35.06,0.4,6.2,36.04,34.62,28
兴图新科,通信服务,16.4,6.64,15.14,0.8,5.8,41.73,42.07,15
恒实科技,通信服务,42.13,2.3,32.9,5.2,7.0,40.45,40.39,24
纵横通信,通信服务,24.48,4.0,48.27,4.0,5.4,40.17,40.03,25
润建股份,通信服务,84.75,9.26,50.44,7.0,5.2,41.98,42.4,13
二六三,通信服务,65.96,6.4,18.08,5.2,7.0,42.12,42.59,12
嘉环科技,通信服务,50.11,23.94,69.32,6.4,5.2,44.97,46.3,8
ST鹏博士,通信服务,72.6,-87.49,86.09,4.6,9.0,9.58,0.0,40
德生科技,通信服务,56.6,11.08,24.68,5.2,7.4,43.12,43.89,10
中国电信,通信服务,5161.0,6.18,47.17,8.8,8.0,86.0,100.0,1
ST高升,通信服务,19.29,-55.91,56.02,4.6,7.8,18.94,12.25,39
中富通,通信服务,37.7,8.56,51.15,4.0,6.0,41.47,41.73,18
吉大通信,通信服务,24.34,4.3,24.29,5.2,9.4,41.47,41.73,17
南凌科技,通信服务,32.74,25.16,20.92,1.2,6.6,46.09,47.78,3
平治信息,通信服务,44.97,27.81,61.39,5.8,4.8,45.88,47.5,6
中贝通信,通信服务,55.4,9.4,54.26,4.6,6.0,41.73,42.07,14
元道通信,通信服务,32.49,15.56,45.54,1.6,5.6,43.24,44.05,9
东软载波,通信服务,70.46,5.83,10.1,4.6,7.6,42.29,42.8,11
宜通世纪,通信服务,37.21,-13.98,35.96,4.6,8.0,35.51,33.93,29
鼎信通讯,通信服务,64.44,5.83,30.22,5.2,6.4,41.53,41.81,16
世纪鼎利,通信服务,22.88,-27.89,28.4,5.8,7.0,31.03,28.08,36
恒信东方,通信服务,52.86,-12.12,20.14,0.4,7.6,36.53,35.27,27
超讯通信,通信服务,37.58,-13.84,76.18,0.8,5.4,33.81,31.71,33
会畅通讯,通信服务,39.87,1.82,18.16,4.0,5.4,40.55,40.52,23
百邦科技,通信服务,16.88,-15.77,27.52,4.6,4.2,34.7,32.87,30
亿通科技,通信服务,27.94,3.08,11.89,0.8,8.6,41.26,41.45,19
梦网科技,通信服务,125.5,-5.44,34.1,6.4,5.4,38.43,37.76,26
上海瀚讯,通信设备,94.04,11.22,26.78,5.8,6.4,46.91,55.89,30
光库科技,通信设备,120.03,10.14,20.11,1.8,13.0,47.48,56.65,28
威胜信息,通信设备,132.5,14.11,30.58,5.8,6.8,48.08,57.46,25
信科移动-U,通信设备,252.3,-29.44,81.3,6.4,14.4,37.43,43.17,94
广和通,通信设备,168.5,21.81,50.8,7.0,4.6,49.91,59.91,10
九联科技,通信设备,46.8,11.51,64.27,4.0,5.0,45.69,54.25,48
万隆光电,通信设备,25.5,3.19,28.21,5.2,6.8,44.08,52.1,72
盟升电子,通信设备,61.25,8.94,32.23,7.0,4.6,45.78,54.38,47
鼎通科技,通信设备,73.83,20.03,20.9,0.8,5.4,48.51,58.04,22
恒宝股份,通信设备,60.89,3.9,14.24,7.0,4.4,44.84,53.11,58
楚天龙,通信设备,81.71,9.37,33.97,1.2,8.8,46.24,54.99,39
仕佳光子,通信设备,62.35,2.4,27.92,5.2,6.2,44.3,52.39,68
雷科防务,通信设备,70.9,-2.76,22.65,5.2,6.0,43.15,50.85,82
东方通信,通信设备,151.22,3.87,19.28,7.0,7.4,46.14,54.85,41
中瓷电子,通信设备,236.5,15.19,28.7,8.2,9.0,50.13,60.21,9
振芯科技,通信设备,118.84,9.22,34.22,9.4,8.4,46.9,55.88,31
国睿科技,通信设备,197.08,10.72,37.5,6.4,9.8,48.35,57.82,24
新劲刚,通信设备,43.29,4.66,24.31,5.2,6.0,44.68,52.9,61
星网宇达,通信设备,63.54,9.71,36.97,7.0,7.0,46.07,54.77,42
ST路通,通信设备,13.12,-0.54,20.62,4.6,5.2,43.01,50.66,85
天喻信息,通信设备,58.01,2.38,49.57,4.6,5.8,43.85,51.79,73
邦彦技术,通信设备,36.82,-60.02,57.43,5.8,7.4,23.8,24.9,97
大富科技,通信设备,73.91,-1.72,21.29,4.6,5.6,43.45,51.24,79
航天发展,通信设备,152.01,6.9,26.17,7.0,8.8,46.89,55.86,32
震有科技,通信设备,31.66,1.51,30.51,0.8,6.0,43.54,51.36,76
国盾量子,通信设备,114.15,1.68,18.03,5.2,9.4,45.19,53.58,54
中兴通讯,通信设备,1901.53,6.64,70.51,8.2,8.4,79.8,100.0,1
移远通信,通信设备,150.83,17.36,54.91,0.8,5.2,48.5,58.01,23
天奥电子,通信设备,66.09,9.0,28.08,5.8,8.8,46.16,54.88,40
深桑达Ａ,通信设备,333.88,6.06,59.69,5.8,7.4,48.82,58.45,19
大唐电信,通信设备,86.84,8.41,77.59,7.0,8.8,45.61,54.14,49
四创电子,通信设备,63.94,6.43,65.47,7.0,9.8,45.06,53.41,55
长江通信,通信设备,40.08,7.42,8.26,6.4,9.8,45.86,54.48,45
移为通信,通信设备,50.96,12.84,16.8,5.2,5.0,46.77,55.7,37
天和防务,通信设备,55.08,-2.17,24.24,4.6,6.6,43.11,50.79,84
烽火通信,通信设备,210.97,4.96,64.13,6.4,11.0,46.81,55.75,35
北斗星通,通信设备,177.12,-0.66,36.54,7.6,10.2,45.27,53.68,52
海能达,通信设备,114.96,1.03,55.65,0.8,7.0,44.11,52.14,71
科思科技,通信设备,39.52,26.6,19.3,5.2,5.4,49.53,59.4,13
南京熊猫,通信设备,86.72,2.14,37.77,6.4,8.6,44.58,52.77,65
亨通光电,通信设备,372.23,10.84,55.87,7.0,10.2,51.01,61.39,7
富士达,通信设备,30.06,16.91,45.05,1.2,8.0,47.1,56.14,29
高凌信息,通信设备,30.92,15.38,30.34,1.2,6.2,46.87,55.83,33
有方科技,通信设备,32.13,1.57,42.72,5.8,6.8,43.54,51.36,75
中光防雷,通信设备,29.31,4.35,17.0,5.2,6.8,44.61,52.8,64
星网锐捷,通信设备,124.22,13.17,41.8,7.6,8.6,47.75,57.02,27
映翰通,通信设备,29.96,13.86,14.75,1.4,6.6,46.77,55.7,36
武汉凡谷,通信设备,66.35,11.56,21.72,7.6,6.0,46.73,55.65,38
天邑股份,通信设备,48.14,8.12,31.32,1.6,6.8,45.43,53.9,50
辉煌科技,通信设备,31.48,5.23,24.69,5.2,5.4,44.63,52.83,62
阿莱德,通信设备,37.4,27.45,47.24,4.0,7.8,49.43,59.26,15
金信诺,通信设备,61.12,-1.98,55.9,5.8,9.8,42.97,50.6,86
长飞光纤,通信设备,261.86,11.4,41.0,5.2,11.2,49.54,59.41,12
意华股份,通信设备,63.76,10.34,58.71,6.4,7.8,45.95,54.59,44
华脉科技,通信设备,25.95,-2.85,52.83,5.2,6.8,42.13,49.48,88
创远信科,通信设备,13.66,7.4,34.35,4.6,6.2,44.82,53.09,59
盛路通信,通信设备,75.0,-2.61,31.34,5.2,6.6,43.13,50.81,83
高鸿股份,通信设备,61.71,-0.23,55.4,5.2,8.0,43.3,51.04,81
北方导航,通信设备,156.11,4.17,46.26,7.6,6.6,45.8,54.4,46
特发信息,通信设备,73.02,0.55,66.59,1.0,9.8,43.5,51.31,77
万马科技,通信设备,33.04,1.65,45.81,4.6,8.4,43.59,51.44,74
博创科技,通信设备,80.66,7.94,21.55,0.8,8.6,46.06,54.75,43
奥尼电子,通信设备,34.19,35.83,43.22,4.6,5.8,50.91,61.25,8
欣天科技,通信设备,30.19,3.7,19.05,5.2,5.0,44.31,52.4,67
七一二,通信设备,216.85,16.95,54.98,0.4,6.6,49.46,59.3,14
广哈通信,通信设备,33.26,5.15,22.22,9.4,8.8,45.02,53.36,56
佳讯飞鸿,通信设备,35.98,5.62,30.8,5.2,5.4,44.68,52.9,60
航天南湖,通信设备,80.87,21.88,48.7,6.2,10.4,49.07,58.78,16
天箭科技,通信设备,38.63,20.03,25.65,5.8,5.0,48.08,57.46,26
通宇通讯,通信设备,59.34,2.43,30.17,6.4,6.6,44.3,52.38,69
美利信,通信设备,71.04,5.67,67.03,4.0,9.8,44.85,53.13,57
铭普光磁,通信设备,50.6,1.28,52.67,0.4,8.2,43.49,51.3,78
科信技术,通信设备,34.55,-5.85,47.97,0.4,7.0,41.39,48.48,89
剑桥科技,通信设备,145.07,0.53,57.78,4.6,5.0,44.31,52.41,66
菲菱科思,通信设备,62.3,24.68,60.75,6.2,5.4,48.93,58.6,18
瑞斯康达,通信设备,34.16,-2.9,36.24,4.6,7.6,42.52,50.0,87
三峡新材,通信设备,33.53,-15.28,47.25,1.2,2.8,38.48,44.58,93
理工导航,通信设备,38.46,38.85,51.75,3.8,5.6,51.36,61.86,6
博信股份,通信设备,16.93,32.86,90.44,5.2,5.4,49.56,59.45,11
汇源通信,通信设备,29.21,5.4,48.41,2.2,6.0,44.23,52.3,70
太辰光,通信设备,90.85,10.58,13.06,1.2,6.8,46.84,55.8,34
通鼎互联,通信设备,75.52,-12.01,61.85,5.2,7.8,40.08,46.73,91
东土科技,通信设备,59.87,-17.19,52.13,6.4,7.4,38.55,44.68,92
新易盛,通信设备,379.88,18.06,18.54,0.8,5.6,52.88,63.89,4
三旺通信,通信设备,44.67,24.26,18.17,4.0,4.0,49.04,58.74,17
华测导航,通信设备,169.63,15.85,37.24,1.6,6.8,48.81,58.43,20
灿勤科技,通信设备,85.76,47.31,25.27,6.4,5.0,53.68,64.98,3
神宇股份,通信设备,24.72,8.18,23.89,5.2,5.6,45.29,53.71,51
中际旭创,通信设备,1047.77,10.92,34.64,0.8,9.0,65.92,81.38,2
ST实达,通信设备,89.75,-113.25,95.07,4.6,6.8,5.24,0.0,98
共进股份,通信设备,89.24,6.33,47.27,0.8,6.2,45.21,53.61,53
澄天伟业,通信设备,24.84,5.45,14.35,1.2,4.2,44.61,52.8,63
兆龙互连,通信设备,88.47,19.87,30.82,5.2,6.0,48.68,58.26,21
精伦电子,通信设备,17.57,-9.56,37.84,7.6,4.6,40.41,47.16,90
天孚通信,通信设备,373.24,16.44,10.98,0.8,6.2,52.55,63.46,5
*ST新海,通信设备,17.18,-18.9,52.12,0.8,6.2,37.34,43.05,95
*ST日海,通信设备,28.57,-26.73,72.55,4.6,5.8,34.75,39.58,96
永鼎股份,通信设备,93.12,-0.12,53.23,0.4,5.0,43.42,51.21,80
常辅股份,通用设备,4.01,15.05,37.7,4.0,8.0,58.59,61.51,139
曙光数创,通用设备,110.56,43.81,54.64,4.6,8.0,69.41,78.21,7
天铭科技,通用设备,7.61,16.46,25.57,4.6,6.6,59.15,62.37,122
铂力特,通用设备,199.4,7.11,39.73,0.8,7.2,70.21,79.45,5
海天精工,通用设备,164.01,15.76,50.41,0.8,7.0,69.06,77.67,8
中集集团,通用设备,407.67,10.0,63.67,5.8,11.6,83.51,100.0,1
英特科技,通用设备,44.77,30.15,35.74,7.6,5.6,63.47,69.03,27
泰嘉股份,通用设备,38.53,11.93,36.67,6.4,7.8,60.1,63.83,86
宝鼎科技,通用设备,78.79,2.47,20.98,2.0,7.2,60.7,64.77,74
宝馨科技,通用设备,64.3,-5.0,48.4,4.6,7.0,57.63,60.01,165
巨星科技,通用设备,278.74,13.09,31.24,7.0,10.6,79.38,93.62,2
陕鼓动力,通用设备,151.68,9.92,67.48,7.6,8.6,66.87,74.28,13
科德数控,通用设备,83.81,4.26,22.09,2.2,6.6,61.38,65.81,57
祥鑫科技,通用设备,80.22,12.17,43.99,7.0,6.8,62.63,67.75,38
埃斯顿,通用设备,203.12,5.91,60.44,7.0,5.8,69.75,78.74,6
福事特,通用设备,28.34,42.08,46.15,4.0,5.0,63.72,69.42,25
鼎泰高科,通用设备,84.54,26.02,48.4,4.6,5.4,65.13,71.61,20
大业股份,通用设备,35.94,5.03,64.8,4.6,8.6,58.01,60.61,157
通润装备,通用设备,55.4,10.49,18.28,2.0,10.2,61.14,65.44,63
隆华科技,通用设备,71.89,6.48,42.51,6.4,7.2,60.94,65.13,71
春晖智控,通用设备,30.33,14.84,31.47,4.6,5.8,60.03,63.73,89
明志科技,通用设备,31.48,18.66,41.31,6.4,6.8,60.77,64.87,73
华纬科技,通用设备,43.37,16.5,43.89,5.8,6.6,61.03,65.27,68
丰安股份,通用设备,4.61,14.49,25.86,4.0,5.6,58.53,61.41,143
吉冈精密,通用设备,10.96,38.56,43.24,5.8,5.0,62.37,67.34,42
中大力德,通用设备,48.06,10.27,37.67,0.8,4.4,59.85,63.44,93
宁波精达,通用设备,41.13,14.46,41.86,5.2,7.8,60.62,64.64,75
派斯林,通用设备,47.01,5.56,33.85,4.0,6.6,59.2,62.44,121
科新机电,通用设备,38.68,10.13,43.18,7.6,7.4,59.65,63.13,103
诚益通,通用设备,40.68,5.04,30.02,1.2,5.6,58.57,61.47,140
国机精工,通用设备,61.96,3.32,38.69,8.2,7.2,59.73,63.26,100
华辰装备,通用设备,52.7,12.39,26.33,4.0,5.4,60.96,65.16,69
永和智控,通用设备,37.67,4.91,34.81,4.0,6.4,58.47,61.31,144
宇环数控,通用设备,31.21,6.26,20.5,4.0,6.6,58.6,61.52,137
绿的谐波,通用设备,214.31,11.41,12.51,7.0,8.2,73.55,84.6,4
怡合达,通用设备,227.77,20.35,18.69,2.2,5.4,75.83,88.13,3
申昊科技,通用设备,42.54,17.97,31.95,4.0,9.0,61.55,66.08,54
江苏神通,通用设备,58.21,9.14,44.2,1.8,9.4,60.57,64.56,77
恒星科技,通用设备,52.0,2.53,47.94,4.0,8.0,58.7,61.67,132
华中数控,通用设备,90.39,1.67,47.36,7.0,9.2,61.16,65.47,62
伟隆股份,通用设备,26.3,12.01,22.87,5.2,6.2,59.43,62.8,109
凤形股份,通用设备,25.83,9.71,44.86,4.0,7.4,58.66,61.61,135
申科股份,通用设备,16.0,-4.55,24.54,4.6,5.2,55.24,56.33,182
克莱特,通用设备,5.95,11.81,38.38,4.6,7.0,58.04,60.65,155
万通液压,通用设备,9.11,17.32,24.76,5.8,5.2,59.33,62.64,114
中核科技,通用设备,52.37,8.32,40.04,4.0,10.0,60.24,64.05,83
鑫磊股份,通用设备,37.35,22.39,50.65,4.6,5.6,61.46,65.93,55
易成新能,通用设备,114.68,12.6,46.62,1.8,9.2,65.06,71.49,21
派克新材,通用设备,117.18,21.63,40.33,0.8,5.6,66.7,74.03,15
海达尔,通用设备,4.58,28.12,61.4,3.6,4.4,60.16,63.92,84
新莱应材,通用设备,121.57,11.93,58.43,7.0,7.6,65.23,71.75,19
银龙股份,通用设备,41.91,7.7,35.01,4.0,6.0,59.27,62.55,118
青海华鼎,通用设备,19.62,-13.48,37.07,5.8,7.2,53.27,53.27,184
佳士科技,通用设备,39.23,8.33,17.13,7.0,7.0,59.68,63.18,102
华丰股份,通用设备,26.56,12.94,27.85,4.6,6.0,59.52,62.94,106
宏盛股份,通用设备,21.76,5.54,30.6,4.6,4.6,57.62,60.0,166
金道科技,通用设备,25.16,15.29,38.71,4.0,6.0,59.69,63.21,101
汇隆活塞,通用设备,6.0,19.24,14.88,5.2,4.0,59.5,62.9,107
大元泵业,通用设备,44.8,16.51,24.34,4.6,6.8,61.41,65.85,56
智慧农业,通用设备,48.08,-6.28,34.44,4.0,6.6,56.55,58.36,174
浙江大农,通用设备,4.93,12.2,25.36,1.2,7.0,58.13,60.79,151
四方达,通用设备,47.28,10.97,20.13,4.0,7.4,60.6,64.6,76
汉钟精机,通用设备,137.0,16.71,42.87,7.0,7.2,67.69,75.56,12
恒锋工具,通用设备,37.15,10.3,16.16,4.0,5.8,59.77,63.32,96
拓山重工,通用设备,22.17,39.23,48.61,5.8,5.4,63.06,68.4,34
东睦股份,通用设备,49.56,6.91,40.86,4.6,7.4,59.6,63.07,104
兰剑智能,通用设备,24.38,18.15,38.41,0.8,6.4,60.08,63.8,88
苏轴股份,通用设备,15.5,17.05,17.59,4.6,8.2,59.92,63.55,91
创世纪,通用设备,114.46,-13.67,62.87,1.0,5.0,57.83,60.32,163
飞沃科技,通用设备,30.93,28.69,56.0,5.2,7.8,62.16,67.01,45
上海沪工,通用设备,41.88,5.93,35.69,1.2,6.2,58.79,61.81,131
巨力索具,通用设备,40.8,0.84,40.82,5.2,6.8,57.73,60.17,164
纽威股份,通用设备,111.31,14.99,47.6,7.0,6.8,65.29,71.85,18
华曙高科,通用设备,140.32,14.88,28.78,4.6,6.8,67.74,75.63,11
百达精工,通用设备,27.9,9.54,46.74,2.6,6.0,58.56,61.46,141
致远新能,通用设备,33.41,31.26,43.53,5.2,4.4,62.64,67.76,37
杭齿前进,通用设备,41.89,5.14,53.08,1.4,10.2,58.6,61.51,138
晋亿实业,通用设备,48.16,7.0,26.38,4.0,8.0,59.8,63.37,95
张小泉,通用设备,23.23,14.76,29.27,4.6,7.4,59.75,63.29,99
邵阳液压,通用设备,19.76,25.83,47.9,4.0,6.8,61.09,65.36,65
旺成科技,通用设备,4.94,14.05,53.96,4.0,5.0,57.99,60.57,159
思进智能,通用设备,34.17,19.28,21.73,2.0,5.0,61.04,65.28,67
京城股份,通用设备,67.46,-4.16,46.33,5.8,5.8,58.01,60.6,158
东亚机械,通用设备,39.44,22.68,36.5,4.6,5.4,61.86,66.55,51
中金环境,通用设备,56.7,-13.78,62.71,4.0,7.6,54.67,55.45,183
四方科技,通用设备,44.96,9.82,27.66,6.4,6.2,60.1,63.83,87
震裕科技,通用设备,74.24,13.91,60.3,4.6,6.0,62.09,66.91,47
科捷智能,通用设备,25.32,33.18,75.7,4.0,6.2,61.94,66.68,50
大西洋,通用设备,36.44,3.87,26.22,4.0,7.2,58.37,61.16,146
泰福泵业,通用设备,18.28,13.81,24.38,5.2,6.4,59.3,62.59,117
应流股份,通用设备,109.92,5.64,50.81,7.6,5.8,63.06,68.4,33
赛福天,通用设备,33.99,1.68,32.72,1.2,7.8,57.58,59.94,167
德恩精工,通用设备,23.06,10.28,32.42,1.2,6.8,58.67,61.62,134
博深股份,通用设备,42.54,4.87,16.27,1.6,7.0,58.98,62.11,127
优机股份,通用设备,7.86,11.18,38.41,5.8,7.2,58.08,60.71,153
星徽股份,通用设备,23.59,-37.29,70.75,4.6,4.8,45.99,42.04,188
海鸥股份,通用设备,21.85,6.58,58.71,5.2,6.4,57.52,59.84,168
普莱得,通用设备,26.54,23.03,38.01,4.0,6.0,61.14,65.44,64
贵绳股份,通用设备,45.49,1.95,50.55,5.2,8.4,58.2,60.89,150
华东数控,通用设备,26.08,-37.75,88.28,5.8,7.4,45.88,41.87,189
潍柴重机,通用设备,34.52,6.53,64.68,7.0,7.2,58.22,60.93,149
海锅股份,通用设备,27.28,18.53,50.91,6.4,6.6,60.32,64.17,82
宝塔实业,通用设备,61.37,-21.88,51.09,4.0,6.2,52.85,52.64,185
冰轮环境,通用设备,128.51,9.2,48.81,1.2,10.2,65.33,71.91,17
恒而达,通用设备,41.07,17.64,22.29,4.0,6.2,61.34,65.75,59
和泰机电,通用设备,28.45,33.93,33.12,4.6,6.2,63.0,68.31,35
富瑞特装,通用设备,35.1,-4.86,53.96,4.6,5.8,55.75,57.11,180
福斯达,通用设备,45.47,34.61,80.47,5.8,8.2,63.42,68.96,28
宏德股份,通用设备,22.99,11.13,32.82,4.6,6.2,58.91,61.99,129
君禾股份,通用设备,38.95,11.62,41.38,4.0,5.8,59.76,63.3,98
宁波东力,通用设备,30.97,34.86,60.16,5.2,7.2,62.93,68.2,36
国盛智科,通用设备,40.81,15.21,24.51,5.2,6.4,60.91,65.08,72
华民股份,通用设备,59.78,-8.68,17.23,5.8,7.6,57.09,59.19,170
雪人股份,通用设备,63.04,-3.69,43.07,4.2,8.2,58.05,60.67,154
拾比佰,通用设备,4.96,10.2,56.07,4.6,5.6,57.28,59.48,169
纽威数控,通用设备,75.17,20.93,67.45,6.4,6.4,63.38,68.9,29
秦川机床,通用设备,133.61,0.72,60.15,7.6,9.2,63.65,69.32,26
