id,name,ROE_2022,ROE_2021,ROE_2020,ROE_2019,ROE_2018,asset_liability_2022,asset_liability_2021,asset_liability_2020,asset_liability_2019,asset_liability_2018
871857,泓禧科技,10.20,26.80,31.41,28.89,14.02,21.07,57.57,55.11,62.62,59.34
733,振华科技,27.83,22.30,10.69,5.72,6.91,28.08,33.14,33.33,38.6,50.3
2922,伊戈尔,11.37,12.75,5.01,6.28,4.70,50.06,40.44,36.9,34.52,33.17
2179,中航光电,16.82,18.22,16.08,15.78,17.77,41.87,41.1,45.39,42.28,50.95
823,超声电子,9.64,9.35,8.50,8.85,8.39,41.02,43.49,37.66,30.63,31.55
301328,维峰电子,14.33,29.03,29.85,28.66,27.47,8.02,17.94,18.82,32.56,33.55
1298,好上好,12.15,34.64,29.98,46.07,61.55,40.72,71.29,70.78,76.47,93.41
2161,远 望 谷,-2.08,-4.48,-24.39,41.91,-11.84,48.29,47.15,45.91,24.13,34.65
833914,远航精密,10.60,20.98,17.22,16.87,10.72,11.26,23.57,22.78,26.24,21.67
301359,东南电子,8.51,15.82,20.61,23.59,26.36,4.93,12.29,14.49,15.83,19.61
688183,生益电子,7.88,7.48,24.72,28.62,16.11,41.33,39.27,57.52,54.09,39.23
603738,泰晶科技,10.91,20.68,5.04,1.71,5.80,11.82,21.06,34.89,29.71,38.88
2484,江海股份,14.42,10.61,10.19,7.23,7.67,25.64,22.21,23.6,20.09,15.26
603267,鸿远电子,21.98,28.17,20.83,16.62,22.13,24.82,23.53,18.01,11.86,23.57
605258,协和电子,4.43,7.04,15.97,24.87,37.77,19.16,20.32,19.4,36.73,39.51
300852,四会富仕,19.96,18.70,20.96,28.26,25.25,26.22,24.48,17.86,26.2,26.02
600183,生益科技,11.71,24.34,18.28,19.67,16.39,39.29,39.15,42.02,39.79,46.91
688489,三未信安,19.32,22.03,39.71,21.76,15.46,4.56,17.46,17.35,35.93,36.75
2916,深南电路,14.70,18.70,23.86,29.11,20.38,40.89,49.26,46.86,59.06,56.32
603052,可川科技,25.45,26.77,25.24,31.40,34.65,27.16,46.4,42.31,50.14,35.32
2815,崇达技术,13.42,12.72,11.16,16.53,20.99,42.32,45.41,43.39,27.65,41.4
837821,则成电子,7.09,11.35,16.88,23.58,29.00,36.94,41.92,38.53,31.19,21.25
300903,科翔股份,2.61,6.03,16.55,14.99,12.62,61.59,66.23,49.07,60.7,61.53
2414,高德红外,6.94,17.46,25.46,6.43,3.93,19.85,17.98,31.33,18.44,23.48
2389,航天彩虹,3.94,3.32,4.22,3.67,3.97,18.17,17.09,23.01,19.42,19.77
300408,三环集团,9.04,16.92,17.13,11.79,19.95,12.71,13.04,12.42,12.39,17.25
301176,逸豪新材,7.37,26.60,11.48,7.30,8.91,24.29,54.38,53.52,52.43,58.7
600152,维科技术,-5.43,-7.73,3.53,-4.65,3.89,45.66,50.78,55.02,51.0,44.38
636,风华高科,3.17,14.62,6.21,6.19,20.49,24.06,34.61,30.94,19.46,21.51
688020,方邦股份,-4.31,2.05,7.63,14.50,31.08,20.72,15.15,8.62,1.98,4.94
300739,明阳电路,10.14,6.92,9.82,10.36,10.51,39.44,46.33,44.71,26.62,28.5
2025,航天电器,10.08,11.87,13.47,14.08,14.23,34.02,34.7,36.16,34.26,32.52
300964,本川智能,4.74,9.11,27.41,24.15,20.90,26.47,23.23,32.51,38.35,27.7
2141,贤丰控股,25.26,3.67,-48.89,0.57,0.54,9.26,39.1,35.86,20.95,25.51
300726,宏达电子,20.60,32.93,25.23,17.76,15.25,18.26,18.07,25.6,8.96,5.8
600237,铜峰电子,5.98,4.51,0.72,-13.08,0.77,33.18,30.93,31.81,35.39,32.77
2134,天津普林,3.70,6.58,1.63,3.29,-14.52,41.83,45.93,33.11,32.68,35.37
2388,新亚制程,1.71,4.93,5.79,4.42,2.60,42.34,35.78,47.38,39.6,35.25
603328,依顿电子,7.72,4.50,6.39,12.17,13.87,27.42,27.04,22.05,18.84,17.38
301383,天键股份,14.33,36.54,30.20,4.19,9.08,54.04,54.85,67.3,63.34,51.84
900938,海科B,2.77,57.25,-110.56,3.81,0.45,33.06,38.45,94.47,85.22,86.12
688655,迅捷兴,6.96,11.66,15.88,11.37,13.30,34.56,23.8,33.93,31.88,40.7
688371,菲沃泰,3.40,9.77,47.50,33.49,37.29,5.14,37.97,21.35,25.56,25.3
600353,旭光电子,8.99,4.96,4.76,5.28,5.51,36.17,26.28,24.15,31.87,29.98
300410,正业科技,-14.67,19.06,-40.15,-62.88,0.84,63.01,64.38,71.39,60.83,36.45
688143,长盈通,16.17,18.50,16.23,20.59,12.63,10.83,22.66,27.01,28.25,47.75
2214,大立科技,-6.29,7.21,30.49,12.48,5.40,16.72,11.36,21.79,26.47,28.39
688511,天微电子,5.20,23.44,58.39,41.16,13.34,8.7,11.86,38.36,50.39,59.48
603386,骏亚科技,10.90,16.46,11.10,4.49,10.90,57.78,56.3,62.52,62.63,56.45
300657,弘信电子,-18.00,-17.72,5.19,19.71,21.25,58.74,65.27,65.08,57.39,75.72
2729,好利科技,6.67,5.66,2.50,4.91,4.85,19.55,15.02,11.56,8.91,10.35
301041,金百泽,5.46,10.70,15.01,14.63,14.71,23.96,29.87,35.53,33.59,39.38
838701,豪声电子,20.35,13.03,14.67,10.08,2.14,65.24,61.21,52.35,50.74,41.92
605058,澳弘电子,9.00,10.44,16.69,23.64,19.50,36.93,42.85,30.12,47.97,62.52
2384,东山精密,15.33,13.46,14.41,8.25,10.02,59.52,61.34,64.87,72.54,72.91
300476,胜宏科技,12.14,16.16,0.15,14.03,13.59,51.5,53.42,61.49,52.44,44.87
2199,东晶电子,-17.24,7.36,1.99,3.80,-18.67,33.5,34.89,22.98,17.62,20.17
301285,鸿日达,14.18,21.47,29.05,24.05,19.92,27.95,60.64,67.14,70.41,71.72
603678,火炬电子,16.22,22.41,17.84,12.92,12.52,27.53,30.53,32.19,27.98,24.67
300747,锐科激光,1.35,17.01,12.12,15.02,34.15,42.22,36.39,30.06,20.69,13.96
2579,中京电子,-6.54,5.36,9.52,13.58,8.07,59.6,56.23,47.63,59.93,57.1
871981,晶赛科技,8.61,24.99,19.80,13.61,13.30,35.66,37.22,55.45,56.83,51.52
301319,唯特偶,14.70,25.05,21.92,20.44,17.17,11.49,43.07,34.64,29.21,33.25
2913,奥士康,8.45,15.03,13.53,11.62,11.57,50.83,52.48,38.14,31.62,30.34
688800,瑞可达,19.88,15.46,14.54,9.17,8.98,36.62,35.08,44.42,43.46,45.82
301320,豪江智能,14.96,19.26,29.06,34.51,42.76,44.08,52.05,51.11,50.66,41.12
2869,金溢科技,0.87,-8.37,29.90,60.57,2.14,20.36,14.54,18.23,51.97,27.77
300460,惠伦晶体,-11.83,12.03,3.46,-22.54,-3.33,45.72,39.63,47.67,35.06,33.85
301150,中一科技,14.17,44.28,20.37,8.32,19.93,15.63,40.2,40.24,46.67,50.06
2859,洁美科技,7.40,19.38,16.95,7.48,18.98,42.16,47.13,41.78,24.71,26.39
2436,兴森科技,10.78,17.73,17.29,10.89,8.66,40.91,48.38,41.94,42.96,43.94
301389,隆扬电子,16.59,33.56,41.93,35.54,41.03,3.12,11.83,15.09,10.82,13.66
2288,超华科技,-22.58,4.44,1.35,1.18,2.04,56.49,54.77,58.35,50.55,43.85
988,华工科技,11.59,10.87,8.61,8.52,5.20,50.79,46.49,39.6,34.97,33.86
301217,铜冠铜箔,5.01,19.44,4.24,6.33,10.35,8.94,39.56,41.28,41.64,44.4
300656,民德电子,8.49,13.98,10.02,7.60,12.34,24.38,31.72,32.52,21.94,24.61
2463,沪电股份,17.70,15.85,24.02,26.73,15.34,33.87,37.9,34.25,37.66,39.23
301329,信音电子,15.74,19.21,22.26,13.96,11.09,25.71,32.85,36.38,36.77,39.3
688519,南亚新材,1.62,14.41,10.17,24.66,23.38,45.25,42.83,28.43,62.89,66.42
300475,香农芯创,18.03,15.49,0.05,5.15,2.76,54.47,63.77,9.39,11.34,15.46
688093,世华科技,13.94,15.74,25.45,33.46,32.12,3.88,6.8,7.3,30.47,20.35
603002,宏昌电子,24.99,18.49,12.96,10.25,7.20,31.76,54.32,42.82,37.22,43.35
688603,天承科技,18.43,20.97,34.85,33.60,,16.55,21.54,16.09,30.96,
688776,国光电气,9.86,17.60,17.88,8.21,3.24,22.44,19.47,36.63,33.34,35.79
2724,海洋王,4.81,14.20,12.78,12.96,10.43,19.67,17.19,16.5,14.51,13.35
2146,荣盛发展,-69.37,-12.24,15.97,21.88,24.89,89.96,84.49,82.07,82.45,84.04
300917,特发服务,12.68,13.71,32.65,29.86,33.61,37.09,35.45,26.5,44.83,47.79
600605,汇通能源,0.83,7.52,6.66,3.24,3.21,50.56,45.13,9.81,7.48,42.19
560,我爱我家,-2.93,1.59,3.05,8.49,6.76,68.15,67.51,48.4,46.9,48.32
56,皇庭国际,-43.54,-42.71,-5.62,0.93,1.57,79.28,69.02,58.89,55.68,56.19
601588,北辰实业,-11.73,0.52,0.87,10.87,9.02,76.28,75.73,77.18,78.61,81.67
1914,招商积余,6.69,6.07,5.37,5.57,18.77,47.73,48.85,49.1,51.51,63.09
603506,南都物业,14.81,18.44,17.89,16.81,15.86,54.16,54.48,52.17,54.45,51.86
7,*ST全新,-5.43,48.22,-83.11,11.04,-67.94,71.12,73.6,81.39,60.13,64.34
600604,市北高新,1.19,1.77,2.76,3.41,3.96,61.43,60.07,56.16,58.55,55.1
2285,世联行,-9.72,-26.12,2.08,1.55,8.03,49.03,57.85,51.67,53.52,59.02
2968,新大正,18.05,18.49,16.51,33.50,37.10,32.27,32.08,30.77,24.15,45.96
2188,中天服务,74.80,-645.96,-307.21,-142.91,-206.89,55.28,81.88,161.02,88.61,454.29
2575,群兴玩具,1.43,2.42,2.90,-7.51,0.77,3.3,6.18,19.47,15.62,0.98
603682,锦和商管,8.68,11.18,10.67,22.58,27.94,76.63,76.66,17.4,31.2,44.88
600658,电子城,8.18,0.45,7.65,5.38,6.18,62.67,66.25,59.21,51.89,49.55
2377,国创高新,-61.81,-65.93,-79.32,5.85,6.31,65.09,59.21,33.74,18.98,22.47
838,财信发展,-21.19,-46.68,5.88,5.64,6.27,86.8,86.97,83.98,84.09,84.15
600683,京投发展,-4.09,3.84,13.72,2.89,14.72,80.16,76.16,83.12,91.05,85.52
600239,云南城投,-223.22,,-286.30,-76.41,9.15,81.16,93.8,97.68,93.75,89.37
600684,珠江股份,-150.68,3.07,-23.33,6.86,8.17,93.13,88.4,89.61,81.91,75.92
600743,华远地产,-74.61,-8.33,4.96,9.38,10.05,85.87,81.46,84.5,84.19,82.74
600773,西藏城投,3.14,3.25,3.15,3.09,3.20,73.52,74.84,75.33,75.01,72.18
14,沙河股份,23.74,3.89,0.49,2.37,17.97,59.23,60.86,60.81,51.53,50.44
600322,天房发展,-86.52,-151.53,-74.09,3.09,3.03,95.49,94.43,88.69,78.72,83.38
600383,金地集团,9.56,15.69,18.55,20.14,18.66,72.28,76.19,76.59,75.4,76.12
600376,首开股份,-2.66,0.21,11.31,10.26,11.87,75.91,78.79,80.42,80.92,81.58
600748,上实发展,1.23,1.50,5.06,7.52,5.93,75.72,71.87,69.9,71.04,70.86
601155,新城控股,2.34,22.73,33.89,36.86,41.91,80.46,81.82,84.73,86.6,84.57
600159,大龙地产,-7.29,4.15,4.41,4.36,4.05,43.97,39.11,43.77,46.35,41.37
609,中迪投资,-40.82,-35.77,-21.40,1.91,-3.93,75.23,70.41,68.1,63.33,48.9
600266,城建发展,-5.55,1.66,4.55,9.07,5.67,80.2,79.46,78.7,77.17,76.39
600649,城投控股,3.82,4.53,3.77,3.16,5.41,69.74,67.69,65.68,48.54,45.53
736,中交地产,1.03,7.47,12.02,21.66,26.57,86.13,87.36,87.04,86.86,89.48
600533,栖霞建设,4.24,8.60,8.09,7.76,5.85,79.61,80.5,80.79,80.4,77.5
961,中南建设,-48.70,-13.06,28.18,21.58,13.29,89.81,88.37,86.54,90.77,91.69
1979,招商蛇口,3.76,10.83,14.40,21.38,22.22,67.91,67.68,65.63,63.19,74.28
31,大悦城,-16.84,0.58,-2.06,12.57,12.91,77.85,75.51,77.16,76.93,77.74
600657,信达地产,2.29,3.47,6.68,11.09,15.65,71.61,71.64,74.32,76.92,79.43
600565,迪马股份,-51.82,-20.91,18.11,16.57,12.94,82.32,79.73,77.62,79.24,80.44
2,万 科Ａ,9.48,9.78,20.13,22.47,23.24,76.92,79.74,81.28,84.36,84.59
600234,科新发展,-3.20,4.59,55.69,26.49,-27.12,27.17,39.19,85.71,84.61,85.59
69,华侨城Ａ,-14.54,4.73,17.47,19.33,18.98,74.39,74.84,76.08,74.98,73.88
600048,保利发展,9.18,14.39,17.08,21.01,16.63,78.09,78.36,78.69,77.79,77.97
600716,凤凰股份,-7.19,0.61,1.00,1.61,14.05,37.1,26.65,30.42,30.16,49.63
965,天保基建,0.43,0.90,-6.09,2.90,1.86,57.42,57.7,44.31,41.68,46.07
2208,合肥城建,5.32,15.21,17.39,15.86,10.31,71.88,68.48,67.84,78.28,84.42
6,深振业Ａ,5.40,7.22,12.26,12.39,14.86,67.92,65.32,49.22,54.46,52.82
2314,南山控股,6.87,9.52,13.65,4.82,6.38,73.72,75.3,76.54,73.06,65.76
600463,空港股份,-2.60,-2.04,0.62,-1.44,1.09,53.6,57.34,59.41,53.66,49.76
900932,陆家Ｂ股,4.92,20.45,21.24,21.66,22.03,70.04,68.22,66.67,68.22,70.82
600791,京能置业,0.48,0.26,-2.69,0.89,3.27,71.54,80.16,78.3,69.56,53.6
600340,华夏幸福,28.39,-152.66,7.27,35.72,35.19,94.04,94.6,81.29,83.9,86.65
200029,深深房Ｂ,3.88,5.72,7.81,15.90,16.35,24.66,31.62,25.92,28.2,31.4
809,铁岭新城,-1.25,-2.52,-1.95,-1.44,3.07,33.14,33.86,33.08,44.73,44.85
600325,华发股份,13.74,17.80,16.78,19.92,17.50,72.94,72.99,80.31,81.53,82.34
600622,光大嘉宝,0.82,5.30,6.32,7.22,15.27,69.94,73.12,70.64,66.65,67.54
600246,万通发展,-5.04,2.63,0.66,8.11,4.64,32.89,31.78,34.34,34.85,41.1
600185,格力地产,-27.84,5.50,5.22,6.66,6.54,79.07,74.01,78.78,76.97,73.44
600692,亚通股份,0.49,5.05,6.89,4.25,5.98,66.55,62.75,66.37,65.97,57.21
900928,临港B股,5.49,8.77,9.07,13.71,11.95,58.66,54.09,57.83,56.89,58.8
29,深深房Ａ,3.88,5.72,7.81,15.90,16.35,24.66,31.62,25.92,28.2,31.4
600606,绿地控股,1.12,7.07,18.57,19.89,17.14,87.97,88.84,88.89,88.53,89.49
42,中洲控股,0.99,2.59,3.60,10.56,6.53,77.61,80.14,81.56,82.25,83.35
36,华联控股,8.47,8.18,11.08,15.65,19.80,32.23,37.29,46.28,53.5,50.06
900939,汇丽B,6.71,11.38,19.45,9.88,1.89,17.52,18.21,17.7,20.98,23.16
897,津滨发展,12.88,29.30,15.21,15.33,-11.61,72.92,71.63,78.01,81.23,82.67
600094,大名城,1.37,-3.20,3.43,5.93,4.60,63.29,67.15,62.68,65.98,72.3
600208,新湖中宝,4.58,5.74,8.85,6.30,7.71,66.29,69.24,71.6,75.59,75.56
11,深物业A,12.37,24.49,22.53,20.46,19.47,71.72,68.75,69.03,69.68,44.73
600663,陆家嘴,4.92,20.45,21.24,21.66,22.03,70.04,68.22,66.67,68.22,70.82
200056,皇庭B,-43.54,-42.71,-5.62,0.93,1.57,79.28,69.02,58.89,55.68,56.19
718,苏宁环球,3.98,7.07,12.75,14.60,12.06,36.47,41.19,45.99,52.66,52.95
900903,大众Ｂ股,-2.76,3.36,5.71,10.83,9.85,49.24,47.13,43.12,40.5,40.89
601512,中新集团,12.61,13.11,12.41,13.16,13.67,44.44,44.42,41.73,40.47,52.03
600510,黑牡丹,6.32,7.24,9.26,9.54,8.49,65.39,69.18,69.61,69.08,68.24
517,荣安地产,6.92,12.58,23.24,32.79,13.56,85.29,82.26,84.46,83.13,80.39
600064,南京高科,15.25,16.67,16.08,16.72,9.87,52.8,51.63,56.74,56.68,61.18
600082,海泰发展,0.58,0.58,1.91,0.88,0.87,37.14,37.83,44.56,41.34,52.01
656,金科股份,-91.73,9.49,23.26,23.63,19.45,87.02,79.07,80.72,83.78,83.63
600638,新黄浦,1.29,2.53,6.39,-12.53,13.01,81.3,78.9,77.57,71.78,62.49
2305,南国置业,-34.41,-32.01,0.50,-7.95,1.87,85.91,86.87,80.55,81.54,78.63
600736,苏州高新,2.41,3.69,2.15,3.06,8.17,74.28,74.56,71.66,67.78,63.68
600007,中国国贸,12.70,12.40,10.59,13.52,11.67,28.68,32.13,33.7,35.83,37.6
2016,世荣兆业,3.04,16.21,22.91,30.45,32.04,29.63,32.41,47.79,63.69,63.3
600708,光明地产,0.03,-0.84,-0.68,3.34,12.62,82.59,81.69,83.43,82.43,82.38
600648,外高桥,10.62,8.27,6.70,8.26,7.56,70.51,72.24,71.41,68.78,64.9
200011,深物业B,12.37,24.49,22.53,20.46,19.47,71.72,68.75,69.03,69.68,44.73
600639,浦东金桥,12.76,14.26,10.67,11.62,11.25,55.84,62.39,63.43,58.73,55.42
402,金 融 街,2.26,4.48,7.02,10.34,10.68,72.28,74.15,76.48,75.94,74.96
514,渝 开 发,4.54,4.71,4.02,8.44,0.84,43.59,52.1,49.81,42.55,47.28
797,中国武夷,0.59,1.01,5.17,6.23,5.53,75.12,73.6,74.76,70.72,63.09
2244,滨江集团,16.94,15.52,13.32,10.22,8.26,80.91,82.34,83.7,82.71,77.94
900911,金桥Ｂ股,12.76,14.26,10.67,11.62,11.25,55.84,62.39,63.43,58.73,55.42
926,福星股份,0.93,1.54,2.72,5.36,10.76,67.7,74.42,76.58,75.78,74.56
900912,外高Ｂ股,10.62,8.27,6.70,8.26,7.56,70.51,72.24,71.41,68.78,64.9
600067,冠城大通,1.00,-13.03,3.95,5.40,9.85,64.3,65.64,62.02,64.46,62.26
600848,上海临港,5.49,8.77,9.07,13.71,11.95,58.66,54.09,57.83,56.89,58.8
631,顺发恒业,2.61,1.52,3.92,9.48,16.86,32.47,30.67,16.03,21.59,48.71
2133,广宇集团,2.87,8.66,8.38,7.03,10.90,77.41,76.04,73.33,70.95,69.33
600603,广汇物流,6.30,5.43,11.23,11.96,9.03,70.47,60.08,55.8,57.94,52.94
600641,万业企业,5.29,5.34,4.88,9.37,15.97,14.11,16.76,13.53,13.86,22.85
600675,中华企业,0.15,5.02,8.88,16.19,22.68,71.98,68.59,64.61,68.67,72.39
600665,天地源,8.02,9.31,8.65,11.99,13.07,87.28,88.99,87.54,86.12,84.26
600173,卧龙地产,8.09,14.13,16.57,20.09,26.90,42.97,52.58,59.85,64.07,62.06
732,ST泰禾,,,-29.25,2.37,14.40,96.08,93.25,90.75,84.95,86.88
671,ST阳光城,-115.43,-33.19,20.76,18.92,16.38,91.64,88.25,83.18,83.45,84.42
616,*ST海投,-18.14,0.97,4.94,3.49,8.42,16.99,9.69,8.41,21.33,27.46
886,海南高速,8.54,1.82,3.29,2.25,6.13,10.21,10.22,12.18,14.25,15.35
558,莱茵体育,-3.27,-8.05,-5.71,1.91,-4.72,41.23,41.73,43.7,46.89,50.96
600503,华丽家族,2.06,2.57,3.88,5.19,0.55,24.46,27.0,33.3,39.57,46.78
600162,香江控股,3.46,2.54,5.26,8.64,9.20,72.26,74.35,77.86,75.59,75.09
900902,市北B股,1.19,1.77,2.76,3.41,3.96,61.43,60.07,56.16,58.55,55.1
863,三湘印象,0.67,2.42,5.44,4.92,-7.57,40.47,40.32,51.61,55.56,57.26
600823,ST世茂,-19.24,3.61,5.90,9.76,10.44,68.72,65.74,66.57,62.21,58.65
573,粤宏远Ａ,2.49,8.65,-7.08,3.74,3.09,35.77,33.23,49.34,41.0,50.8
620,*ST新联,-357.39,-84.02,-17.69,10.32,16.64,97.85,89.94,83.45,81.68,81.38
48,京基智农,31.35,15.00,35.46,70.35,54.95,84.82,82.75,71.92,63.26,76.36
900940,大名城B,1.37,-3.20,3.43,5.93,4.60,63.29,67.15,62.68,65.98,72.3
600895,张江高科,7.27,6.83,18.12,6.42,6.33,64.21,61.05,55.78,48.86,54.54
600807,济南高新,4.62,3.01,-93.93,5.00,2.90,79.15,89.63,86.21,69.03,82.91
608,阳光股份,-12.94,2.03,3.56,-2.79,0.39,34.25,34.86,38.82,39.22,43.31
603557,ST起步,-59.67,-15.22,-17.55,8.89,12.23,57.29,45.22,45.43,42.77,33.58
300979,华利集团,27.25,29.97,36.78,67.75,33.81,22.88,32.46,41.04,56.64,80.54
300952,恒辉安防,12.44,11.57,24.03,28.52,30.87,29.37,23.09,39.89,34.47,34.92
1234,泰慕士,9.20,22.92,24.28,33.22,45.97,20.16,26.2,29.73,40.71,46.79
603130,云中马,16.25,25.80,29.01,33.93,25.70,42.12,61.21,52.63,64.01,71.38
600177,雅戈尔,14.07,16.17,26.03,14.14,13.99,51.0,57.4,64.12,65.28,62.46
850,华茂股份,-3.79,10.61,5.28,4.72,2.73,37.78,37.7,38.6,42.4,43.52
2832,比音勒芬,19.35,21.73,22.97,22.86,19.14,25.94,33.24,35.5,22.42,23.13
2087,*ST新纺,-99.81,-14.04,5.52,6.96,11.22,89.62,74.81,57.21,55.91,59.21
2485,*ST雪发,-22.34,-22.60,-0.91,2.07,1.68,49.15,45.23,32.57,38.77,31.8
600220,江苏阳光,5.55,5.59,0.76,3.21,6.38,49.21,50.99,53.22,51.28,49.92
601718,际华集团,1.31,-0.97,-4.48,0.35,-0.37,38.45,40.4,42.75,42.02,42.87
605080,浙江自然,12.54,17.31,26.78,29.18,37.19,10.29,11.33,21.39,27.96,35.03
2083,孚日股份,5.44,7.15,5.87,10.54,12.13,48.76,50.93,58.84,62.37,59.6
2569,ST步森,-33.39,15.40,-59.08,13.96,-48.82,44.98,34.4,49.64,44.4,53.95
603001,ST奥康,-11.64,0.97,0.76,0.58,3.40,30.96,20.61,16.83,15.55,18.53
603908,牧高笛,27.97,17.47,10.50,9.18,9.23,60.18,60.51,54.93,31.77,27.85
603665,康隆达,19.81,-15.46,7.63,4.95,8.69,60.12,65.47,49.14,27.16,24.34
601339,百隆东方,16.41,16.24,4.60,3.80,5.82,37.97,36.99,40.02,44.3,42.76
600400,红豆股份,0.47,2.34,3.86,4.14,4.84,35.69,33.51,19.53,24.66,26.17
200726,鲁 泰Ｂ,11.31,4.44,1.26,12.96,11.24,29.53,35.57,33.29,30.17,26.68
3041,真爱美家,12.89,10.92,20.67,21.31,15.94,32.75,24.82,22.56,27.98,36.46
2656,ST摩登,-7.50,-5.35,0.96,-95.00,1.12,35.87,38.56,36.67,59.59,28.53
2503,*ST搜特,311.28,-164.78,-38.13,3.99,6.63,138.04,92.87,61.57,49.13,44.97
2486,嘉麟杰,9.29,2.09,1.79,-1.85,1.85,19.65,20.9,24.42,15.93,14.34
2042,华孚时尚,-5.09,9.24,-7.31,6.07,10.82,62.64,62.62,65.99,63.57,60.33
726,鲁 泰Ａ,11.31,4.44,1.26,12.96,11.24,29.53,35.57,33.29,30.17,26.68
301066,万事利,-0.25,9.39,13.62,14.41,13.95,23.19,25.66,30.9,36.3,39.35
2634,棒杰股份,8.38,7.07,8.53,5.46,2.64,28.67,24.73,25.39,28.26,29.43
603839,安正时尚,-15.06,2.59,6.83,10.55,10.66,24.64,25.78,35.99,26.56,24.41
300918,南山智尚,10.79,9.54,8.03,12.36,14.02,43.43,38.39,36.81,48.1,58.73
2563,森马服饰,5.70,12.70,7.01,13.60,16.03,40.38,40.92,33.02,29.04,32.44
2563,森马服饰,5.7,12.7,7.01,13.6,16.03,40.38,40.92,33.02,29.04,32.44
301276,嘉曼服饰,16.0,30.59,23.97,22.41,21.84,21.5,40.11,47.89,44.53,47.6
605138,盛泰集团,16.8,18.01,21.64,22.06,22.56,63.97,64.5,69.35,72.08,75.71
2674,兴业科技,6.5,8.18,5.28,5.14,4.98,34.55,29.66,30.64,22.49,21.88
601599,浙文影业,6.52,9.24,-96.53,-46.1,2.18,57.48,63.88,85.17,69.7,60.69
2722,物产金轮,5.07,6.57,1.77,3.19,6.85,24.07,33.35,36.58,37.68,34.93
603073,彩蝶实业,16.44,23.9,21.5,24.62,27.27,28.29,39.27,42.24,40.89,53.73
2612,朗姿股份,0.56,5.88,4.78,2.07,7.59,49.12,50.38,30.21,30.44,41.17
300577,开润股份,2.76,11.06,8.04,30.77,30.68,49.74,50.71,46.06,54.3,51.86
301088,戎美股份,6.66,17.74,34.81,34.47,47.83,5.33,3.85,11.7,13.52,22.18
603365,水星家纺,10.32,15.51,11.88,14.04,13.57,21.73,24.1,21.56,19.23,20.95
2291,遥望科技,-4.87,-18.72,0.73,5.6,0.3,22.7,20.75,37.7,35.18,50.8
2293,罗莱生活,13.73,16.47,14.11,13.45,14.98,39.92,34.76,26.08,22.03,22.64
2029,七 匹 狼,2.6,3.97,3.46,5.92,6.21,43.16,41.04,34.88,34.38,32.46
300877,金春股份,-1.58,5.5,30.8,19.5,19.46,16.09,18.76,9.26,23.5,43.02
603808,歌力思,0.74,12.3,21.74,15.05,16.06,34.04,34.96,37.05,43.11,27.0
603558,健盛集团,10.9,7.12,-19.81,9.33,7.24,36.05,41.44,28.44,18.97,20.38
603587,地素时尚,10.28,19.0,18.66,19.73,25.23,17.18,19.9,16.06,15.64,13.47
600232,金鹰股份,4.82,4.67,2.75,2.24,2.18,34.06,37.11,38.68,37.22,32.85
605180,华生科技,5.29,20.2,24.75,23.89,23.07,2.16,7.72,7.33,5.37,6.92
2687,乔治白,9.0,15.0,11.96,13.07,10.87,27.95,29.7,24.53,29.44,29.06
2397,梦洁股份,-32.77,-9.19,2.22,4.39,4.16,58.76,52.99,45.57,40.98,37.83
600493,凤竹纺织,3.11,9.16,3.93,3.57,4.32,59.05,60.46,59.86,56.0,47.62
600107,美尔雅,-17.21,3.08,19.58,6.76,1.54,52.47,39.08,42.03,39.54,54.86
603055,台华新材,7.03,14.16,4.46,7.55,14.45,46.17,42.31,44.94,42.19,40.68
300901,中胤时尚,7.08,7.2,20.58,33.68,43.22,13.93,11.4,11.2,21.67,34.32
600448,华纺股份,-6.22,-4.07,1.19,0.79,1.44,66.1,64.77,61.83,56.88,59.56
603511,爱慕股份,4.63,8.58,13.73,11.37,16.4,12.4,14.15,12.3,14.17,17.27
603889,新澳股份,13.79,11.44,6.22,6.08,8.78,34.76,30.1,21.21,22.22,21.97
600735,新华锦,4.07,6.87,4.71,7.8,8.98,33.71,38.14,21.91,24.38,19.04
2494,华斯股份,-22.47,1.12,-20.11,0.89,0.88,26.26,19.27,27.45,25.56,24.67
955,欣龙控股,-15.98,1.6,0.27,0.78,-16.24,26.78,25.9,33.78,46.43,43.46
2327,富安娜,14.33,15.73,14.27,14.17,16.19,19.35,21.49,20.11,24.21,22.14
600156,华升股份,-38.11,-10.24,4.72,-8.48,4.34,57.37,49.59,44.37,37.02,35.88
603196,日播时尚,1.96,9.73,-5.44,0.94,4.09,36.47,28.93,24.35,21.06,27.03
1209,洪兴股份,-1.21,11.72,27.54,24.61,33.29,18.9,19.82,30.2,31.47,32.84
2193,如意集团,-5.88,0.04,0.19,1.83,3.83,41.94,41.35,43.47,43.24,43.12
600630,龙头股份,-54.51,-22.16,-17.56,1.05,2.07,57.85,47.64,41.07,37.76,37.99
2003,伟星股份,17.69,17.4,16.23,12.29,13.1,38.57,32.35,23.87,27.0,22.38
605189,富春染织,10.16,19.39,15.56,14.07,17.16,44.38,29.12,39.01,37.22,40.84
2394,联发股份,4.12,4.88,13.15,11.82,12.47,31.87,28.65,22.56,23.96,24.18
2762,金发拉比,-9.52,1.42,3.3,4.73,4.09,7.06,8.08,10.16,7.23,8.27
